train_000000	đặt 3 đôi thì 1 đôi màu đỏ bị phai hết màu đỏ ra chân . rửa chân mãi mới sạch . còn 1 đôi thì như bán cho người thương_binh . đặt số 39 mà gửi về 1 chân 38 1 chân 39 .	1
train_000001	nội_dung sách phần_lớn là các ý_tưởng vụn_vặt và rời_rạc ! sách đóng gáy dán keo rất lởm giở tới đâu giấy rơi ra tới đó cực_kỳ tệ !	1
train_000002	đồng_hồ rất đẹp khá là hài_lòng đóng_gói sp oke	0
train_000003	ok và rẻ	0
train_000004	ban qa nho mơi sư dug ma bi nưt rôi .	0
train_000005	thấy ghi đc tặng kèm tã quần.đến khi nhận hàng thì k thấy.hỏi shop thì nói k có .	1
train_000006	" giống xiaomi 96,69% mà cục 10000 mới của xiaomi ngon hơn , giá rẻ hơn_nữa "	1
train_000007	chất_liệu tạm mà lỗi vô_cùng @ @ đóng_gói sản_phẩm rất kém shop phục_vụ rất kém đóng_gói sản_phẩm rất kém	1
train_000008	sáng xem giá 70k chiều giá 77k : sad : sao giờ k có cái chọn free ship giống hồi trước nhỉ	1
train_000009	đóng_gói cẩn_thận nhưng_son bị khô và vón cục đã liên_hệ shop nhưng ko thấy trả_lời gì hết . vẫn thường mua của shop này thấy an_toàn mà giờ lại bị cây_son như_vậy .	1
train_000010	chất_lượng sản_phẩm tuyệt_vời . hũ đây_đó thèm nên em ăn hết nữa r	0
train_000011	chất_lượng sản_phẩm tuyệt_vời giày đẹp giao hàng hơi chậm	0
train_000012	shop bán hàng dễ_thương . giao hàng nhanh . sản_phẩm ok lắm . chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn	0
train_000013	giao hàng nhanh . sản_phẩm chất_lượng . sản_phẩm đẹp	0
train_000014	áo chuẩn hình đẹp . thích luôn giá lại bèo	0
train_000015	giày ok lắm shop ship hàng nhanh nữa ❤️	0
train_000016	trà thơm uống ngon nhưng tiếc là loại hoa dâm_bụt chỉ có 20 gói / hộp	0
train_000017	rất đẹp thời_gian giao hàng rất nhanh rất đáng tiền	0
train_000018	dễ xước vl để trong cặp toàn vở nứt mẹ ra cảm vl	1
train_000019	" nhất_định phải mua 1 em này mới đc quá tuyệt "	0
train_000020	chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém shop phục_vụ kém không đáng tiền rất không đáng tiền thời_gian giao hàng rất chậm	1
train_000021	áo xl mà nhỏ_xíu . thun k mát vs co_dãn yếu	1
train_000022	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt vờ	0
train_000023	hàng kém chất_lượng khách hỏi 2 lớp trả_lời 2 lớp lúc nhận thì chỉ có 1 lớp . ko thấm	1
train_000024	đẹp tiện	0
train_000025	hàng rất tốt , giao hàng rất nhanh , và gói hàng rất cẩn thận cảm ơn shop vì cái giắc dc	0
train_000026	c chủ tv nhiệt_tình chiều khách tuy hàng có hơi lỗi 1 tí nhưng k đáng_kể hangf giao nguyên hộp nilong đầy_đủ tks shop !	0
train_000027	chất kém	1
train_000028	mua về sử_dụng có một lần là hết pin . ko có sdt để ll cửa_hàng . quá tệ	1
train_000029	giao hàng chậm hoen so với các shop khác . mứt chuối_chát vì chuối chưa chín hẳn	0
train_000030	giày mền đẹp ạ chất_lượng sản_phẩm tuyệt_vời	0
train_000031	đã xài thử miniband dùng rất thích . giao hàng siêu nhanh mình mới đặt hàng hôm_qua mà nay đã có hàng dù shop ở hn còn mình ở hcm . chất_lượng sản_phẩm tuyệt_vời . shop phục_vụ rất tốt . rất đáng tiền	0
train_000032	chất_lượng sp dược . đóng_gói tốt	0
train_000033	cho hỏi shop hàng mình nhận được roi . nhưng mjh ko lấy được ngày mjh muốn đổi có đc ko . chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém	1
train_000034	đèn k sáng	1
train_000035	chat lượng sp dc . nhung giao thiếu 1 đôi dép . đã phản_hồi lại shop nhưng ko thấy trả_lời .	1
train_000036	gối ôm này rất kém chất_lượng gối thì đắt mà mềm ko tưởng_tượng được ôm ko được gì hết mỗi lần giặt xong bao lại cũng khổ vì ruột ít quá ko thẳng để bao được . nói_chung quá tồi .	1
train_000037	giày đẹp . se ủng_hộ shop	0
train_000038	hạnh_nhân ăn rất giòn vỏ mỏng hơi mặn ( lần trước ít mặn hơn ) chủ shop nhiệt_tình sẽ tiếp_tục ủng_hộ .	0
train_000039	shop giao thiếu hàng nhưng hỏi k thấy trả_lời lại . shop phục_vụ rất kém shop phục_vụ rất kém shop phục_vụ rất kém	1
train_000040	mua size 4 ma giao size3	1
train_000041	thật_sự là rất bức_xúc về shop này 1 ☆ là vẫn còn nhẹ . ngĩ s mà dép bị lỗi quoai dài quá k mang đc mk đã yc đổi hàng nt qua shoppee rồi tin nhắn đt r cả gọi đt 2-3 lần mà shop cứ hứa r k lm bức_xúc quá nên mk ms pải huỷ trả hoàn tiền lại để vô đánh_giá shop giờ đôi dép cũng k pk pải lm s lun haizz	1
train_000042	máy mới mua về mấy ngày sạc kg vào pin tiki có hổ trợ đổi sp mới hay bảo_hành ở hãng vậy	1
train_000043	nhjn dep lam	0
train_000044	sp theo hình thì thấy lạ đẹp không ngờ khi nhận hàng mới thấy quá tệ 1 là kĩ_thuật may không ráp lại không đều_đặn ráp méo_mó tùm_lum . 2 là nam_châm to nhưng độ hít rất yếu_ớt lắm nếu chạy nhanh hoăc sốc mạnh sẽ bị rơi xuống_đường ngay nếu không cột phụ vào ghi_đông xe . so với số tiền shop bán rất đắt không hợp_lý . đề nghi khắc_phục và cải_tiến lại .	1
train_000045	đóng_gói sản_phẩm rất đẹp và chắc_chắn có_điều bị cắt tem kmãi	0
train_000046	giao thiếu shop da hoàn tiền .	0
train_000047	đi rất vừa chân đóng_gói rất cẩn_thận cho shop 5 sao luôn	0
train_000048	mắt síp cao quá	0
train_000049	đặtt 2 combo là 6 cái mà shop ko giao nhiều mẫu.chỉ giao 3 mẫu cho 6 cái.trong khi phân_loại hàng là 3/4/5 là có 9mẫu . néu v đừng để chung 3/4/5 như_vậy .	1
train_000050	shop phục_vụ rất tốt rất đáng tiền sp tốt lắm	0
train_000051	hàng của shop giao ko hề có banner của twice	1
train_000052	mùi k giống lắm	1
train_000053	( đặt mũ nhưng k giao mũ	1
train_000054	chất_lượng sản_phẩm rất kém mới dùng một lần đã hư	1
train_000055	hàng rất là đẹp mềm không khác gì hình_ảnh . chất_lượng sản_phẩm tuyệt_vời	0
train_000056	rao kính_cận nhận được miếng mica lắp vào mắt đeo nhưng không đeo . lần sau đề_nghị shop có sao nói vậy . thanks .	1
train_000057	dây sạc lên pin cực_kì chậm . không phải do cốc sạc . vì cắm vào sạc dự_phòng cũng vẫn rất chậm . nhưng dây khác thì không bị	1
train_000058	túi rất nhưng phải_chi nó to hơn xíu thì tuyệt . hơi nhỏ . đóng_gói sản_phẩm rất đẹp và chắc_chắn	0
train_000059	_son chuẩn nhưng mình check code hết hạn rồi	1
train_000060	rất hài_lòng về sản_phẩm . máy xay tốt . chuyển hàng nhanh .	0
train_000061	khách_hàng không đồng_ý với cách xử_lý của shop đã đem hàng về nhưng không đổi cho khách thà_là nói không đổi được chứ tới lấy hàng về rồi tưởng đổi lại tã quần ai_ngờ mở ra lại là tã dán thật thất_vọng ...	1
train_000062	hàng đẹp giá phải_chăng shop nhiệt_tình giao hàng nhanh . hết lại ủng_hộ .	0
train_000063	hàng đẹp lắm ạ . giống ảnh khoảng 90% thôi . nhưng giá vậy là ok rồi . chúc shop buôn may bán đắt ạ	0
train_000064	dặn soạn hàng 1 đàng giao hàng một nẻo . mọi người mua hàng chú_ý nhé !	1
train_000065	mua carbon gửi vân da	1
train_000066	mùi_son hôi quá !	1
train_000067	san phẩm xâu chất_lượng không như mong muôn	1
train_000068	đặt ip 7 + 6 mà gửi có đặt ip 7 + 6 mà gửi có ip7	1
train_000069	chất_lượng sản_phẩm tuyệt vời.giày rất đẹp và đường may cũng rất khéochị bán hàng vô_cùng thân_thiện và dễ mếnthái độ tận_tình làm tôi không_thể chê vào chô nào được.cảm ơn shop ạ : ) rất đáng tiền	0
train_000070	shop phục_vụ rất tốt thời_gian giao hàng hơi nâu .	0
train_000071	chất_lượng sản_phẩm tốt đóng_gói sản_phẩm rất cẩn_thận và chắc_chắn thời_gian giao hàng rất nhanh	0
train_000072	đế giày bị bẩn như dùng r : ( chán	1
train_000073	đẹp bé mặc rất đáng yêu	0
train_000074	vải rất oki nhé 😍	0
train_000075	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . shop rất có tâm và nhiệt_tình . sẽ ủng_hộ dàu dài 💓💓💓💓💓💓	0
train_000076	t chưa dùng thửnhưng giao màu nhầm rồi b	0
train_000077	đúng với cái tên đây là máy chỉ hút được bụi li_ti thôi không hút được các loại khác chỗ chứa bụi quá bé phải đổ bụi liên tục.chỉ có tác_dụng với nhà đã được dọn sạch , cần hút những hạt bụi mà mắt không nhìn thấy được . so_sánh với giá tiền thì quá lãng_phí	1
train_000078	giày đẹp lắm shop ah	0
train_000079	tốt.giá rẻ âm_thanh hay	0
train_000080	shop phục_vụ tốt.chưa test xong mới đc 1 sản_phẩm nhưng thấy ổn !	0
train_000081	giao hang_nham cho minh roi mình chọn b04 và b11 là màu sao shop gui cho mình b03b08 màu xanh và màu tím	0
train_000082	chất_lượng sản_phẩm tuyệt_vời có_điều không cứng_cáp với không cố_định dáng nói_chung đẹp hợp túi_tiền	0
train_000083	e note la lay ga truyen thong vs ga toi . ma giao e 2bich kho ga la chanh luon ... mui la chanh e k an dc	0
train_000084	gói hàng cẩn_thận . bước_đầu kiểm_tra thấy là hàng auth .	0
train_000085	chất_lượng sản_phẩm rất kém mới mua về thì thấy đẹp . mà mang mới 4 bữa thì đế sau bị bung ra như_vậy !	1
train_000086	mình đặt 1 bộ nhưng cuối_cùng tiki chỉ giao 1 cuốn tập 2 trong khi đó cuốn tập 1 lại không có . mình đã gửi mail để tiki hỗ_trợ về vấn_đề này nhưng không có hồi_đáp ? mong ti ki xem_xét lại . đơn hàng 839377271	1
train_000087	mùi hắc qúa ... nghe hơi bị nhức đầu	0
train_000088	thời_gian giao hàng rất nhanh . chất_lượng sản_phẩm tuyệt_vời . gõ cực sướng !	0
train_000089	quần nhỏ quá 15 kg mặc chật nức vậy_mà bảo_đảm	1
train_000090	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền.moi ng ung ho shop nha	0
train_000091	" tại vì nó bền . phải nói là nó bền nên ít người mua mới lắm . "	0
train_000092	nội_dung lôi_cuốn nhưng sách in trùng trang và bị mất 1 đoạn .	1
train_000093	sau thời_gian dùng tuy mình không dùng bàn_chải chà cũng không cọ sát mạnh nhưng chữ và hình chuột mickey trên hình bị lem màu sơn trên ngôi_sao bị tróc . hơi thất_vọng 1 tí	0
train_000094	tieng nge nho xiu ko tot	0
train_000095	giao k cho xem hàng đặt hỏi size k trả_lời . kết_quả giầy chật đi rất đau chân . lần duy_nhất thôi nhé shop ! giầy mũi ôm và gót to không ôm_chân	1
train_000096	hàng quá tệ . 28000 mà ko sạc đầy máy 2300	1
train_000097	quạt sạc mà k có sạc thì cũng như nhau	1
train_000098	chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . cảm_ơn và chúc shop buôn may bán đắt nhé❤️	0
train_000099	dùng ok nhưng làm da mình hơi khô 1 chút sau khi rửa	0
train_000100	" có ai dùng 6s lên 9.2.1 lại nhanh hết pin như tôi không . nhanh hết pin quá "	1
train_000101	đóng_gói sản_phẩm mình k hài_lòng vì_son để chung mặt_nạ . mình đặt mặt_nạ xanh với tím nhưng lúc nhận chỉ có mặt_nạ xanh	1
train_000102	nhìn y_như hàng nhái không đáng tiền	1
train_000103	làm_ăn tệ : )	1
train_000104	chất_lượng sản_phẩm kém.mua loài quat gan trực tiep vo dt ma dua nzay lam sao gan	1
train_000105	nhìn đểu nhưng tiền nào của đó	1
train_000106	bánh rất rất rất ngon . vừa nhận đc thì hết ngay 1 bịt . hihi : )	0
train_000107	giao hàng nhanh giá rẻ chất_lượng tốt mua 20 máy k lỗi máy nào	0
train_000108	không như mong_đợi	1
train_000109	thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền	0
train_000110	không có hộp adidas	0
train_000111	giọng văn mang tính_chất kể_lể không có trọng_tâm hay điểm nhấn nên không có sự lôi_cuốn .	1
train_000112	đẹp và chắc_chắn 😘😘😘	0
train_000113	ko ngon . khô còn ẩm . gia_vị quá nhiều	1
train_000114	điện_thoại chất_lượng rất kém tốt nhất nên mua hàng chuẩn nokia	1
train_000115	vòng dây dài quá . tay m cũng to mà vẫn thấy dài . nhìn đẹp hơn hình . đóng_gói cẩn_thận . tiếc cậy lẫy để di_chuyển cho nấc khoá ngắn lại thì sau đó chốt lại lỏng k đóng đk	0
train_000116	sữa uống rất ngon	0
train_000117	chất_lượng sản_phẩm rất kém.k sạc được	1
train_000118	hàng đẹp hài_lòng	0
train_000119	hàng fake : )	1
train_000120	hộp xấu quá	1
train_000121	nhận sp bị móp méo lần thứ hai liên_tiếp trong tháng mua hàng phải trả lại ..	1
train_000122	mua với giá rẻ không biết hàng tn check mã ok	0
train_000123	bánh ngon nhưng mình ko hài_lòng ở việc kê khống giá để giảm . thật tế giá giảm cũng đã cao hơn giá thị_trường rồi . sẽ ko mua hàng ở tiki nữa .	1
train_000124	cpu hỏng rồi anh ơi cho em link fb để em giao_tiếp chứ shopee khoá mồm em rồi	1
train_000125	lần này mình k hài_lòng về nhận sách cho lắm . hộp nguyên_vẹn nhưng khi mở ra sách nhu bị đâm thủng rách xuyên vào trong khá nhiều tráng . vì hộp còn nguyên nên mình nghĩ do phần chọn sách trc khi đóng_hộp	1
train_000126	đã nhận được sp nhưng chưa sử dung	0
train_000127	chất_lượng sản_phẩm tuyệt_vời màu đẹp nhưng chưa có time sơn lên_tay . cảm_ơn shop đã tổ_chức deal ak . shop nhiệt_tình chu_đáo lắm . có mỗi lọ sơn bé tý mà gói hẳn hộp dán băng keo kín_mít rùi cả chống xốc . yêu yêu ❤️❤️❤️❤️	0
train_000128	giao sai màu đã ghi_chú trong note đưa màu hồng để trên xe_hơi nam	1
train_000129	mở ra có mỗi vỏ ko thấy kính cường_lực ở trong	1
train_000130	dở quá . mua về k dám xài sợ bị nổ	1
train_000131	sản_phẩm tốt phí vận_chuyển cao hơn bưu_điện nhiều quá	0
train_000132	mua 2 mau mà giao mau rabbit hang vai xấu mỏng cứng . hàng qc vải tốt mát mà nhan hàng thất_vọng .	1
train_000133	đóng_gói sản_phẩm rất đẹp và chắc_chắn hàng ik ảnh.vải áo thì tốt mà quần thì cứng ạ	0
train_000134	đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh nhưng thời_gian chuẩn_bị hàng hơi lâu 😂😂😂😂😂	0
train_000135	quá ok luôn ậ	0
train_000136	so với giá km thì người mua khá lợi . ốp đẹp và chắc_chắn .	0
train_000137	thiết_nghĩ tiki nên ghi rõ đâu là sách giãm giá đâu là sách xã hàng thấy mn nói hay mua về ai dè có dấu mộc của nhà_xuất_bản trẻ thường chỉ dùng cho sách củ hay sách xã hàng .	1
train_000138	rất không đáng tiền cứng k thấm nước	1
train_000139	dong goi dep . sp tuong ung voi tien mua	0
train_000140	đường may kém chất_lượng . mất hết phong dáng	1
train_000141	sau khi cho kết_nối smart tivi android box smart phone ipad ... chất_lượng sóng wifi yếu .. thỉnh_thoảng châp chờn ..	1
train_000142	kem lỏng khô da k che được khuyết_điểm nói_chung mọi người đừng mua m mua về vứt xó	1
train_000143	hàng đẹp bạn gái thích ok chất_lượng sản_phẩm tuyệt_vời	0
train_000144	mang đi làm trời mưa thì bá báy bọ_chét luôn 😂	0
train_000145	hàng đẹp lắm ạ . cho shop 5 sao nha 😂	0
train_000146	rẻ - đẹp . kpit chất_lượng ra sao	0
train_000147	điện_thoại như cứt đừng tham rẻ mà mua	1
train_000148	đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh . chua xai nen chua biet the nao	0
train_000149	rất đẹp 2 đôi mình đặt vừa in tưởng hết tết mới nhận đi hàng may teets vaanx cos giasy moies	0
train_000150	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn	0
train_000151	đóng_gói sản_phẩm rất đẹp và chắc_chắn hơi lỗi phần nách nhưng chấp_nhận dk	0
train_000152	chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém đóng_gói sản_phẩm rất kém đóng_gói sản_phẩm rất kém	1
train_000153	bàn_phím 7 màu ?	1
train_000154	mình đặt size 39 giao hàng size 36 lừa_gạt khách_hàng à . mua online nên mình hk mún mất time để làm_khó nhau . mình nghĩ các bạn chỉ bán hàng dc 1 lần cho mỗi kh chẳng_thể nào dc lần 2 đâu .	1
train_000155	giao hàng nhanh màu đẹp .	0
train_000156	cả giày cả dép đều đều ưng lắm ạ	0
train_000157	giá_cả chấp_nhận được đóng_gói sản_phẩm rất đẹp và chắc_chắn	0
train_000158	đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất ok .	0
train_000159	chất_lượng sản_phẩm tốt mùi nam_tính mạnh_mẽ . vỏ hộp và chai gia_công đẹp gần như các loại nước_hoa đắt tiền . có_lẽ do cơ_thể mình nhiều mồ_hôi nên lưu hương ko lâu khoảng 2h là bay hết chỉ nghe thoang_thoảng nhẹ . đóng_gói sản_phẩm rất đẹp và chắc_chắn . thời_gian giao hàng rất nhanh đáng tiền .	0
train_000160	đóng_gói sản_phẩm rất kém thời_gian giao hàng rất chậm . mua 2 chai thì bị đổ ướt hết 1 chai . thất_vọng về đóng_gói sp quá . shop ở hà_đông mà giao hành cũng lâu . cứ tg có sẵn rồi thì tại hn chỉ mất 1d như các shop khác . m mua nhiều rồi nhưng lầm này thất_vọng . nên chăm_sóc khách_hàng tốt hơn .	1
train_000161	chất_lượng sản_phẩm tuyệt vời.giày tốt nhất trong tầm giámỗi tội đế hơi cứng chút_xíu .	0
train_000162	xài qua tuýp thứ 2 mặt mình vẫn đang trong quá_trình đẩy mụn . theo mình nhận_xét thì hiệu_quả khá chậm không như quảng_cáo là 24h .	0
train_000163	chất_lượng sản_phẩm rất kém . lam dung theo huong dan cai dat ma may ko hien mau xanh la sao ? thu ket noi voi dien thoai thi len 5 vach cang det nhung lai la ao . reset may lan lam lai van tuong tu . can doi lai cai khac	1
train_000164	mình cứ nghĩ sẽ có 5 mẫu nhưng chỉ có hai mẫu cho 5 cái ...	1
train_000165	sản_phẩm wa kém chất_lượng ko thể chấp_nhận đc	1
train_000166	hàng cũng đc . sz bé so với số_thực_tế khoảng 2sz	1
train_000167	sản_phẩm nhìn ko chất_lượng giờ chạy ko đúng mặc_dù đã lấy lại giờ kim không chắc_chắn . nói_chung là đồ lởm .	1
train_000168	minh cung bị chật . phai trừ_hao 2 số . chất_liệu ok	1
train_000169	rất không đáng tiền chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém	1
train_000170	đúng màu đúng hình rất đẹp mà_còn rẻ nửa .	0
train_000171	hàng rất đẹp . rất ưng	0
train_000172	đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanhgiày đẹp rất đáng tiền	0
train_000173	màu_son siêu xinh : 3	0
train_000174	chất_liệu gì tốt giáo hàng rất nhanh nhưng dây hơi dài hihi ks ns chung là tuyệt_vời	0
train_000175	mặc đc lần đã rách vải chứ k phải bung chỉ	1
train_000176	mk mua sz 41 mà giao nhầm sz rộng ko đi đc😡	1
train_000177	chán quá shop chọn sezi 2 con mình k mặc vừa chắc 2 năm nữa mới mặc mất	0
train_000178	shop phục_vụ rất kémbảo mua f3 phiên_bản mới giao f3 cũ thì dán vào đâuquá thất vọngsản phẩm_giá k đáng mà lm ăn như_thế	1
train_000179	shop giao thiếu váy này .	1
train_000180	không biết do lỗi sản phảm hay chất_lượng nữa . mới mua khoảng 1 tháng thì 1 bên nghe không được 1 bên còn tốt	1
train_000181	đáng với số tiền bỏ ra . rất hài_lòng	0
train_000182	rất ưng_ý cách shop đóng_gói sản_phẩm rất đẹp và chắc_chắn bọc xốp bong_bóng chắc sản_phẩm không bao_giờ bị tràn đổ . shop phục_vụ rất tốt rất đáng tiền	0
train_000183	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh mùi keo khó_chịu nhưng sp đẹp !	0
train_000184	hàng chất_lượng kém mình chưa dùng mà đã hỏng rồi . shop có thanh_toán lại tiền không	1
train_000185	chất_lượng sản_phẩm tam được với giá tiền chứa không tốt lắm đống gói sản bên ngoài đẹp lắm mà mở ra thì chai dưỡng tóc bị chảy ra ngoài tùm_lum giao hàng quá chậm gần 2 tuần mới có hàng mà shop ở tp mình cũng tp mà giao quá chặm cảm_thấy thất_vọng	1
train_000186	sạc cả ngày thay đủ loại sạc loại cáp mà vẫn nháy mức 2 đènk biết dc đổi k nữa nản thật	1
train_000187	đồ dễ_thương lam đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh	0
train_000188	hàng cực đẹp nhé ảnh rất nhiều mình mua nhiều nơi rồi giờ mới thấy 1 shop bán vừa rẻ vừa đẹp lại combo khủng như này ... sẽ trở_lại 1 ngày không xa	0
train_000189	shop báo có_thể giao hàng trong 2-3 ngày trước khi đặt trên shopee cũng hiện lên là giao trong 2-3 ngày thì mình mới đặt_hàng nhưng hàng phải 1 tuần sau mới tới làm lỡ hết việc h chẳng biết làm gì với đống hàng hỏi thì shop không trả_lời . quạt có tay cầm chỉ toàn đen trong khi bảo giao đủ màu !	1
train_000190	cushion đánh mịn mỏng . da mình ngăm may vẫn ko bị lệch tone . b shop nhiệt_tình hàng gói cẩn_thận	0
train_000191	_son có mùi dầu hư ngửi mùi ko thích tí nào biết vậy ko mua rồi .	1
train_000192	tuyệt_vời	0
train_000193	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh sẽ ủng_hộ shop dài_dài 😍	0
train_000194	chất_lượng sản_phẩm tuyệt_vời nhưng bình hơi nhỏ so với mình nghĩ	0
train_000195	lần đầu tiên mua hàng của shopkhá hài lòng . hàng chuẩngiá yêu thươnggói hàng kĩ giao hàng nhanh .	0
train_000196	báo mua sản_phẩm được tặng kèm bộ túi ví thời_trang mà mình không hề nhận đưuọc sản_phẩm khuyến_mãi cũng không thấy thông_báo gì từ tiki ? mình muốn có câu trả_lời thoả_đáng cho vẫn đề này ?	1
train_000197	chất_lượng sản_phẩm tuyệt_vời . dế hít có keo . ko biết dán vài lần có còn dính k ? hàng đẹp . ik hình .	0
train_000198	đóng_gói sản_phẩm rất đẹp và chắc_chắn . nhưng sau khi xịt lỡ gãi 1 cái là thấy nguyên đường không đều màu . với_lại đọng mấy đốm trắng trắng ở_lỗ chân lông nhìn rất không tự_nhiên . chỉ_định mua xài thử thôi . với_lại tiền nào của đó giá_như v cũng không đòi_hỏi cao được	0
train_000199	sản_phẩm tuyệt_vời mặc_dù da_dầu mà dùng e này rất mướt k bị bết thích luôn . cảm_ơn shop nhiều ạ	0
train_000200	rất đáng tiền ok	0
train_000201	đèn quâ tối chả có tac dung gi chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém	1
train_000202	chất_lượng sản_phẩm tuyệt_vời 👍👍	0
train_000203	sản_phẩm thấm nhanh . shop đóng_gói chắc_chắn	0
train_000204	ăn thấy cũng hơi ngon hehe	0
train_000205	giày đẹp đi oke cảm_ơn shop nhé	0
train_000206	sản_phẩm đúng mẫu đẹp giá rẻ . cảm_ơn shop nhiều ! còn đặt_hàng thêm của shop tiếp ạ .	0
train_000207	hàng nhận chẳng giống hình đăng ! từ sau ko bao_giờ mua của shop này !	1
train_000208	ghi là 5 đôi 39k xong ship có 1 đôi là sao shop ?	1
train_000209	túi dài nhưng hơi mỏng . giá vậy là ok rồi	0
train_000210	rong biển của shop ngon quá😍 . mua mới 2 ngày mà đã ăn hết 4 hộp rồi😅	0
train_000211	đề_nghị trả lại hàng mà shop ko trả_lời	1
train_000212	quạt lỗi ko đổ i.cho khách .	1
train_000213	kém !	1
